,user_id,user_name,user_rating,user_text,restaurant_name,restaurant_rating,restaurant_price,restaurant_type
0,muTae1076p2xZ2L46pTczA,Omar C.,5.0 star rating,This is my first time eating at this restaurant and I was impressed by their exceptional service. My fiancé and I ordered the Chirashi bowl and Soon dubu and they were delicious. We sat by the bar and we saw how meticulous the sushi chef was when preparing our dish. This is definitely a place we will visit again!,Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
1,DbS2SRWX_DNqWZZKugZazw,Courtney R.,1.0 star rating,"WORST RESTAURANT EXPERIENCE IN MY LIFE!Let me start off by saying..if you see all of my other reviews, I'm usually on Yelp giving positive feedback as I work in customer service, and know how IMPORTANT it is to appreciate the good experiences you have! On the contrary..this place was so horrendous that it has forced me to WARN others. I arrived here at 12:25pm. I figured I could grab something quick at a sushi joint as they are usually pretty fast with service. I ordered BEEF TERIYAKI. It got to be 12:55, still no food, which was completely okay since I understand it's lunch and gets busy. I kindly asked for my food to-go as I was in a rush to get to work. I pay, LEAVE A TIP, and rush out the door.When I go to unpack my food I realize that what I received was something I DID NOT ORDER! It looked and smelled disgusting. I had no idea what it was. When I got a minute, I ran back down to the restaurant (meanwhile I'm also 6 months preggo!!). I go in and I say ""excuse me I was in earlier and my order is incorrect"" the man looks at me puzzled. I go ""I ordered beef teriyaki and I'm not sure what this is"" he then thinks it's in his best interest to berate me in his establishment where others are eating! ""YOU ORDERED DICED BEEF!!!!"" Yelling at me. I go ""No I ordered beef teriyaki"" he then goes ""diced beef, beef teriyaki big difference!!"" UH YEAH YOU THINK?!!!!!! He keeps repeating himself and at this point we are both yelling at each other and I needed to get back to my job! He offers NOTHING, not to correct my order (DON'T YOU THINK THE CUSTOMER KNOWS WHAT THEY ORDERED?!!!!?), not to refund me for the dog food they pawned off on me, not an apology for yelling at me and publicly embarrassing me...NOT A THING!!!! So $15 later, and I had throw out the inedible crap they wouldn't take back. The most UNPROFESSIONAL establishment in Hoboken!!! Best part is I work in town with hundreds of people who live here..so don't think they won't know about this experience too.",Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
2,Fe8r1RUfm4IxsTajfXaRYg,Gen L.,1.0 star rating,"AWFUL DELIVERY, RUDE RESTAURANTI had never before experienced such a horrible experience as I did with ordering Ubu. I ordered off grubhub and my food came one hour after the estimated arrival time. I understand that sometimes restaurants get busy or streets have traffic, but I called Ubu and was concerned when the own restaurant was shocked that my food had not arrived. They had no idea where the delivery person was and instead blamed it on the delivery company they used. I had to call a second time, again no explanation and it was the delivery company's fault. When my food finally came an hour later, there was an item missing and I called Ubu requesting a refund due to this and due to the restaurant having no idea where my food was for the past hour. Instead of siding with the customer, the restaurant yelled at me on the phone when I requested a refund, denied items being missing, and then hung up on me. I had to call grubhub in order to get my refund back and was told by the grubhub representative that the restaurant did not give her an easy time. The restaurant also denied using a delivery company and apparently they had their own delivery guy. Their stories do not even match up. It is not okay when a restaurant has no idea where a delivery person is for an hour. How can they expect a customer to feel safe consuming food that has been unaccounted for over an hour?",Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
3,XfYaBRaPfn6y1CfyvSTyPw,Kaining W.,5.0 star rating,"Amazing rice bowls and fresh sashimi sushi. The environment is cozy and homey. We walked into Ubu for the first time just for curiosity and now whenever I travel hours to New York, I come to Hoboken just for Ubu.",Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
4,zB8TS8sr8zLQ7hSu78Gkjw,Wei V.,4.0 star rating,"Not a bad cozy place in Hoboken. It was my first time visiting this place with bunch of friends. One of them had been there for 10 years. The waiter was very friendly. I had the spicy tofu soup with seafood. My husband got pork ramen and yellowtail sashimi + salmon roll. I definitely had fun and enjoyed the food. Like other Korean places, you would get the yogurt drink at the end of the meal.",Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
5,cqo3f4YsgErxS58O8C0VGg,Sue D.,3.0 star rating,Other reviews are accurate. Service is very friendly and that is a plus. The prices are reasonable. The fish is so so and a bit skinny. We received 2 tofu skin sushi on the house. We will come back again but to try the ramen.,Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
6,uJGzH74Ctt3JRkzSMXV93Q,Allison G.,3.0 star rating,"We were trying all the sushi places in Hoboken and I really wanted to like this place. Its atmosphere is cozy and the owner is super nice. Unfortunately, the sushi was not the freshest. We had the fish bowl, spicy lobster roll, and a Dream 2 special roll. The fish bowl was great and the portion was huge for the price. The spicy lobster roll tasted fresh as well, however, the rice was mushy, not like regular sushi rice at all. The most disappointing, however, was the special Dream 2 roll. The spicy tuna on top did not taste fresh and has a dull red color (also confirm it wasn't the freshest). We didn't finish all the pieces because we didn't want to risk getting sick (we didn't, thankfully). All in all, I'd recommend coming here for the Korean dishes, like the Fish bowl and maybe even the ramen. However, there are definitely better sushi options in the area.",Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
7,QxTNaHoxTL8f7jAK5nwQ1g,Nicholas G.,1.0 star rating,"sushi was very bad, didnt hold together well and the fish did not taste fresh. It looked like an amateur rolled it. The tempura shrimp/vegetables were awful. We got 2 pieces of avocado and 2 shrimp.  The specialty roll had a fishy smell to it. It just was not a quality meal and will not be back.",Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
8,k6vG6D_q8576ZZ1nZpG0Sw,Gui Bin Z.,4.0 star rating,I've been to ubu a few times and the service and food is always consistent. Ubu is very low key which is a great change of pace. The fish is always fresh and you really can't go wrong with trying anything on the menu. My favorite is the salmon and tuna rolls. This is a smaller operation and the staff are amazingly attentive.I love the mom and pop feel and if you do too stop by here.,Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
9,7h2wGMj-N2VwQ7dVu6Wazw,Alex V.,3.0 star rating,"This place was pretty decent and I don't really have anything negative to say about it, other than the fact that there's nothing special about it. Just your usual run of the mill New Jersey sushi place. Nothing amazing nor terrible. The sushi rolls are reasonably fresh. The chef (and possibly owner) is really friendly and the service was great.",Ubu,3.5 star rating,$$,"Sushi, Bars,, Japanese"
