user_id,restaurant_name,user_rating
-Xey1GRSNm7Q8R8ME_5L4A,10th & Willow Bar & Grill,3
-b7LpYY8FGymRpLVJ11FCw,10th & Willow Bar & Grill,3
-bvkHituFeykTt_9u8F3hg,10th & Willow Bar & Grill,1
-eQIn-rYsqG9zLTNA0xvAg,10th & Willow Bar & Grill,4
-kC_zIoy4itKrxA5sYVgTQ,10th & Willow Bar & Grill,5
-w77kKwa5kR98I_7OUuL8Q,10th & Willow Bar & Grill,3
09HSc4NGakCfxW7f7_M33A,10th & Willow Bar & Grill,4
0F9IsLvJRPMkJoQZZCflrg,10th & Willow Bar & Grill,1
0YyZG_KWS9wsZV8wUrkwNA,10th & Willow Bar & Grill,5
0u9FCT-EvNNBrpBNurPBZw,10th & Willow Bar & Grill,1
11Wq_0HVZGVTcJ7F5YkvJg,10th & Willow Bar & Grill,2
19JwEjVZ34VJkjeYZlaLkA,10th & Willow Bar & Grill,4
1Ad98fKXzdBviAVKc5JKXg,10th & Willow Bar & Grill,4
2l0Mud_EHA4PU8z3qMLlLw,10th & Willow Bar & Grill,4
3OkfjKMaLQCxgakYB42Zug,10th & Willow Bar & Grill,5
3UjU11x4pWMnhAa69Ogj2Q,10th & Willow Bar & Grill,2
3bg_zLPEQml1feMYEZc1YQ,10th & Willow Bar & Grill,3
4EOk1qrFJ5glFP8qHXKeHQ,10th & Willow Bar & Grill,4
4Pp1NdLWPg4EIPchw-gV6A,10th & Willow Bar & Grill,3
4lAQYtRnSB6qdinlNEwDcA,10th & Willow Bar & Grill,5
5T0ZlFzC3fkmi_VKSISHLw,10th & Willow Bar & Grill,4
5aZX8bTiD0k9vR60SG588Q,10th & Willow Bar & Grill,2
5iENt96N_iKOQb5P0_M9mw,10th & Willow Bar & Grill,5
5qqQ759XOnbo7OpH6-KJOw,10th & Willow Bar & Grill,2
5vkwe7pt_6HSxJ742eG8Bg,10th & Willow Bar & Grill,4
6-8znaZwUcFrq-YwXLqugA,10th & Willow Bar & Grill,4
6BiHkNC_I-wK_2bpD5ROuA,10th & Willow Bar & Grill,1
6CVJ6nan2Y3e74qotv_lPw,10th & Willow Bar & Grill,1
6QxIW4P0GsOodae3_KAn0Q,10th & Willow Bar & Grill,4
6W5C_p7lXTdPc7FNgoe2Dg,10th & Willow Bar & Grill,3
6Z8by3duRJG-rWvf7vWmKA,10th & Willow Bar & Grill,4
6es_04FrajEYVhuFv4Xpgw,10th & Willow Bar & Grill,1
6quccjKOG1r5w8Dxs4znAQ,10th & Willow Bar & Grill,1
7G73e0VgIPPB4cFCrKvtng,10th & Willow Bar & Grill,4
7xnOa-iszeiyvzRbir5rXA,10th & Willow Bar & Grill,3
87Ll-6RkDCVi53jZ3-K0LQ,10th & Willow Bar & Grill,5
8DvkDaeyubRwcpGCp9hg5w,10th & Willow Bar & Grill,3
8TnKD-qN85CSosp9rJIS7g,10th & Willow Bar & Grill,1
8n0CDEtWhhPSe6Ai1jycoQ,10th & Willow Bar & Grill,3
8v5jbuBGgNSVV1uYkjx2Ig,10th & Willow Bar & Grill,1
90jA0Rvtjlu8va4V84zbow,10th & Willow Bar & Grill,5
9HTHeUtVqN1N2oc1IDToEg,10th & Willow Bar & Grill,3
9RrqBJo5etZ_hpdKEfyb-Q,10th & Willow Bar & Grill,5
9YaZLNfF9-TDQ76j1D8yCA,10th & Willow Bar & Grill,4
9jQV1LR51gO4ugQN9-8u6w,10th & Willow Bar & Grill,1
9yDbYE2BwlU2kf_df1kWgg,10th & Willow Bar & Grill,4
A5dqSwriUs8cV4DEzS_V9A,10th & Willow Bar & Grill,4
AZ32zQXWK_sowKXsWqbkTg,10th & Willow Bar & Grill,4
AhfPn1utKAlhiXOpaPUzKQ,10th & Willow Bar & Grill,5
B0j4VK_C-F0xc2MHXPspbQ,10th & Willow Bar & Grill,5
B7THqeUHXbDGRarDN_4JAg,10th & Willow Bar & Grill,5
BW7Z4BCNh8ZrJrrWheAbHg,10th & Willow Bar & Grill,1
